Trip ID,Origin city,Destination,Region,Distance (km),Start date,End date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Group size,Trip type,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Food cost,Activities cost,Total cost,Season,Currency
1230,Basti Malik,Rama Lake,Gilgit-Baltistan,1012,07/07/2025,15/07/2025,8,31,Female,Foreign,5,Business,Mid,241493,Flight,62930,123905,56590,484918,Summer,PKR
1231,Risalpur,Mehrgarh,Balochistan,871,27/01/2025,30/01/2025,3,31,Male,Pakistani,5,Family,Luxury,212580,Flight,60219,40740,23730,337269,Winter,PKR
1232,Sudhan Gali,Gor Khuttree,KPK,206,05/10/2026,15/10/2026,10,34,Male,Pakistani,1,Adventure,Mid,137490,Road (Coaster),37932,27590,13850,216862,Autumn,PKR
1233,Shorkot,Satpara Lake,Gilgit-Baltistan,768,05/07/2026,10/07/2026,5,50,Female,Pakistani,3,Leisure,Luxury,243130,Flight,29321,66510,49965,388926,Summer,PKR
1234,Kot Momin,Talash,KPK,382,19/06/2026,26/06/2026,7,50,Female,Pakistani,5,Family,Luxury,719208,Flight,21814,160720,119315,1021057,Summer,PKR
1235,Kashmore,Faiz Mahal Khairpur,Sindh,138,01/05/2026,06/05/2026,5,38,Female,Foreign,1,Adventure,Luxury,168809,Road (Coaster),26837,20244,8723,224613,Spring,PKR
1236,Sharaqpur,Kamoke,Punjab,69,22/11/2026,27/11/2026,5,55,Male,Pakistani,5,Family,Mid,152010,Road (Coaster),11573,33850,26850,224283,Autumn,PKR
1237,Mamund,Gondogoro La,Gilgit-Baltistan,610,01/10/2025,06/10/2025,5,20,Female,Pakistani,2,Leisure,Budget,16810,Flight,15052,13940,6160,51962,Autumn,PKR
1238,Quetta,Jahaz Banda,KPK,1067,12/09/2025,22/09/2025,10,29,Female,Pakistani,6,Adventure,Mid,332730,Flight,79748,133500,54540,600518,Autumn,PKR
1239,Sudhan Gali,Ormara Viewpoint,Balochistan,1648,06/07/2025,11/07/2025,5,36,Female,Pakistani,5,Family,Mid,139770,Flight,110360,54250,29800,334180,Summer,PKR
1240,Phander,Kot Diji Fort,Sindh,1247,09/04/2026,13/04/2026,4,50,Male,Pakistani,1,Family,Budget,23188,Flight,14185,4984,2208,44565,Spring,PKR
1241,Thari Mirwah,Astore Valley,Gilgit-Baltistan,1516,08/10/2026,14/10/2026,6,44,Male,Pakistani,5,Adventure,Budget,96300,Flight,96400,30810,16080,239590,Autumn,PKR
1242,Khuzdar,Shrine of Shah Abdul Latif Bhittai,Sindh,316,23/03/2026,25/03/2026,2,26,Male,Pakistani,4,Adventure,Luxury,130348,Flight,13751,29856,20632,194587,Spring,PKR
1243,Narowal,Lansdowne Bridge Sukkur,Sindh,784,08/08/2025,10/08/2025,2,25,Female,Foreign,6,Adventure,Mid,92735,Road (Coaster),132019,24386,23064,272204,Summer,PKR
1244,Lahore,Vihari,Punjab,290,14/02/2025,17/02/2025,3,34,Male,Pakistani,5,Leisure,Mid,105633,Road (Hiace),28554,18330,11535,164052,Winter,PKR
1245,Jamshoro,Mud Volcano Hingol,Balochistan,293,16/03/2026,18/03/2026,2,38,Female,Pakistani,2,Business,Budget,11646,Road (Coaster),47185,5304,2820,66955,Spring,PKR
1246,Shakargarh,Okara,Punjab,299,18/12/2026,21/12/2026,3,34,Female,Pakistani,5,Leisure,Mid,107775,Road (Car (SUV)),19832,18030,15150,160787,Winter,PKR
1247,Naushahro Feroze,Shakargarh,Punjab,1061,20/08/2025,22/08/2025,2,38,Female,Pakistani,4,Family,Luxury,95776,Flight,55268,24512,19696,195252,Summer,PKR
1248,Badin,Hill Park Karachi,Sindh,227,15/12/2026,20/12/2026,5,57,Female,Pakistani,3,Family,Mid,126410,Road (Hiace),25184,23760,17025,192379,Winter,PKR
1249,Malakwal,Toli Pir,AJK,186,06/09/2026,16/09/2026,10,61,Male,Pakistani,6,Family,Luxury,902190,Road (Hiace),18213,261720,199200,1381323,Autumn,PKR
1250,Upper Dir,Rohillanwali,Punjab,694,21/08/2025,23/08/2025,2,56,Female,Foreign,5,Family,Budget,17963,Road (Car (SUV)),57834,9673,5777,91247,Summer,PKR
1251,Shigar,Chalta Valley,Gilgit-Baltistan,187,08/01/2025,16/01/2025,8,21,Male,Pakistani,6,Business,Luxury,762912,Road (Car (SUV)),14679,238656,167472,1183719,Winter,PKR
1252,Gulistan-e-Johar,Garam Chashma,KPK,1654,25/07/2026,01/08/2026,7,57,Male,Pakistani,4,Family,Budget,66990,Flight,90280,29904,13496,200670,Summer,PKR
1253,Upper Dir,Ayun Valley,KPK,78,30/03/2026,07/04/2026,8,39,Female,Pakistani,5,Family,Mid,252648,Road (Car (Small)),3629,86120,71480,413877,Spring,PKR
1254,Matli,Upper Dir,KPK,1304,26/01/2026,03/02/2026,8,26,Female,Pakistani,4,Business,Mid,135088,Flight,67667,55104,38592,296451,Winter,PKR
1255,Daur,Dinga,Punjab,946,10/01/2025,12/01/2025,2,62,Female,Pakistani,2,Adventure,Budget,4622,Road (Coaster),164416,3604,1568,174210,Winter,PKR
1256,Banjosa,Gondogoro La,Gilgit-Baltistan,373,18/05/2025,26/05/2025,8,38,Female,Pakistani,4,Leisure,Budget,59584,Road (Car (Small)),20022,34784,24416,138806,Spring,PKR
1257,Sibi,Bagh,AJK,986,01/07/2026,08/07/2026,7,51,Female,Pakistani,1,Leisure,Mid,86779,Flight,12481,10710,6370,116340,Summer,PKR
1258,Quetta,Attabad Lake,Gilgit-Baltistan,1400,20/07/2025,26/07/2025,6,23,Male,Pakistani,5,Business,Mid,259830,Flight,86842,45810,52590,445072,Summer,PKR
1259,Lakki Marwat,Kaghan,KPK,449,16/10/2026,22/10/2026,6,45,Male,Pakistani,6,Leisure,Luxury,427536,Flight,36227,130860,92952,687575,Autumn,PKR
1260,Bajaur,Mailsi,Punjab,629,21/12/2025,26/12/2025,5,62,Female,Foreign,4,Leisure,Mid,105978,Flight,43108,52499,29869,231454,Winter,PKR
1261,Basti Malik,Hammerhead Gwadar,Balochistan,1023,19/11/2026,21/11/2026,2,53,Female,Foreign,2,Business,Luxury,68259,Road (Hiace),126368,18890,13440,226957,Autumn,PKR
1262,Sinjhoro,Kot Radha Kishan,Punjab,971,30/10/2026,03/11/2026,4,47,Male,Foreign,2,Adventure,Luxury,73382,Road (Car (SUV)),92061,21920,13416,200779,Autumn,PKR
1263,Lasbela,Mankial,KPK,1518,19/05/2026,29/05/2026,10,61,Female,Foreign,1,Family,Mid,166943,Flight,23319,26958,18422,235642,Spring,PKR
1264,Karor Lal Esan,Ganga Lake (Chitta Katha),AJK,645,16/07/2025,21/07/2025,5,53,Female,Pakistani,6,Adventure,Luxury,563340,Flight,49359,127440,88860,828999,Summer,PKR
1265,Pasrur,Mochi Kot,KPK,364,10/09/2025,18/09/2025,8,20,Male,Pakistani,6,Adventure,Budget,131832,Road (Car (SUV)),28450,49680,27168,237130,Autumn,PKR
1266,North Nazimabad,Talagang,Punjab,1378,13/01/2025,17/01/2025,4,20,Female,Pakistani,6,Leisure,Mid,142296,Flight,104330,50232,24120,320978,Winter,PKR
1267,Ziarat,Rupal Valley,Gilgit-Baltistan,1125,20/12/2025,28/12/2025,8,29,Male,Pakistani,3,Business,Budget,76016,Flight,46406,20496,19728,162646,Winter,PKR
1268,Pithoro,Ormara Viewpoint,Balochistan,606,10/09/2026,15/09/2026,5,57,Male,Pakistani,6,Leisure,Budget,94650,Road (Hiace),60802,46980,26580,229012,Autumn,PKR
1269,Pattoki,Sudhan Gali,AJK,378,09/06/2026,18/06/2026,9,60,Male,Pakistani,6,Family,Luxury,970515,Road (Car (Small)),20333,267894,137862,1396604,Summer,PKR
1270,Nankana Sahib,Madyan,KPK,606,08/10/2025,13/10/2025,5,46,Female,Pakistani,3,Family,Budget,33660,Road (Coaster),91531,21180,10140,156511,Autumn,PKR
1271,Kallar Kahar,Bhalwal,Punjab,82,30/08/2026,02/09/2026,3,46,Male,Pakistani,2,Adventure,Mid,20535,Road (Coaster),14346,8124,4290,47295,Summer,PKR
1272,Sharaqpur,Parachinar,KPK,636,04/08/2025,13/08/2025,9,29,Female,Pakistani,1,Adventure,Budget,31464,Flight,7292,7605,7353,53714,Summer,PKR
1273,Rawalpindi,Fort Abbas,Punjab,490,18/04/2026,23/04/2026,5,45,Male,Pakistani,1,Leisure,Mid,55860,Road (Coaster),77243,9055,6435,148593,Spring,PKR
1274,Ormara,East Bay Gwadar,Balochistan,241,13/07/2025,17/07/2025,4,41,Male,Pakistani,3,Leisure,Luxury,205664,Road (Hiace),25902,52056,30384,314006,Summer,PKR
1275,Kot Addu,Ansoo Lake,KPK,682,10/05/2026,15/05/2026,5,35,Male,Foreign,5,Adventure,Budget,70628,Road (Hiace),78482,33601,23255,205966,Spring,PKR
1276,Nazir Town,Chandragup Mud Volcano,Balochistan,1503,14/04/2026,16/04/2026,2,43,Male,Pakistani,3,Business,Luxury,121700,Flight,49014,20376,18648,209738,Spring,PKR
1277,Vehari,Ushu Forest,KPK,727,04/02/2026,14/02/2026,10,45,Male,Pakistani,1,Leisure,Luxury,348770,Flight,9707,43190,21120,422787,Winter,PKR
1278,Karachi,Arang Kel,AJK,1802,03/04/2026,08/04/2026,5,52,Male,Pakistani,4,Business,Mid,118450,Flight,87376,31700,26700,264226,Spring,PKR
1279,Harnai,Kuz Bandai,KPK,885,06/03/2026,14/03/2026,8,53,Male,Pakistani,5,Adventure,Mid,334656,Flight,50327,106480,55120,546583,Spring,PKR
1280,Ghizer,Nankana Sahib,Punjab,642,25/06/2026,27/06/2026,2,32,Female,Pakistani,5,Leisure,Mid,69522,Flight,41767,18760,12560,142609,Summer,PKR
1281,Tando Jan Mohammad,Sheikhupura,Punjab,863,04/07/2025,09/07/2025,5,41,Male,Pakistani,5,Family,Luxury,230730,Flight,46948,90475,60425,428578,Summer,PKR
1282,Mian Channu,Langar,KPK,660,03/01/2026,13/01/2026,10,47,Female,Pakistani,5,Adventure,Mid,314370,Road (Hiace),70802,83050,68300,536522,Winter,PKR
1283,Besham,Narowal,Punjab,416,01/05/2025,05/05/2025,4,47,Female,Pakistani,3,Leisure,Mid,57040,Road (Car (SUV)),29277,20388,10836,117541,Spring,PKR
1284,Kel,Raiwind,Punjab,481,05/04/2025,09/04/2025,4,56,Female,Pakistani,4,Adventure,Mid,59600,Road (Coaster),74621,21856,11904,167981,Spring,PKR
1285,Kabal,Daska,Punjab,342,11/01/2026,15/01/2026,4,35,Male,Pakistani,5,Business,Mid,108648,Road (Car (SUV)),25147,33940,12920,180655,Winter,PKR
1286,Phalia,Timargara (Lower Dir),KPK,415,24/05/2026,31/05/2026,7,18,Female,Pakistani,1,Leisure,Budget,32445,Road (Hiace),49982,7168,6111,95706,Spring,PKR
1287,Alpuri,East Bay Gwadar,Balochistan,1569,13/10/2025,16/10/2025,3,48,Male,Pakistani,2,Business,Luxury,81522,Flight,39766,15060,9114,145462,Autumn,PKR
1288,Mastung,Paradise Point,Sindh,594,09/04/2026,13/04/2026,4,33,Male,Pakistani,4,Leisure,Mid,91536,Flight,26164,34624,12896,165220,Spring,PKR
1289,Bozdar,Mailsi,Punjab,634,04/04/2025,06/04/2025,2,25,Female,Pakistani,1,Adventure,Luxury,59028,Road (Car (Small)),33760,7706,2846,103340,Spring,PKR
1290,Pakpattan,Pasni Fish Harbor,Balochistan,1461,28/03/2026,31/03/2026,3,21,Female,Pakistani,2,Leisure,Budget,11370,Flight,38715,10374,4320,64779,Spring,PKR
1291,Faisalabad,Banjon,AJK,386,19/12/2026,26/12/2026,7,59,Male,Pakistani,5,Business,Mid,224280,Road (Car (SUV)),28130,73500,36120,362030,Winter,PKR
1292,Timargara,Shorkot,Punjab,530,27/02/2026,02/03/2026,3,40,Male,Pakistani,3,Business,Luxury,165294,Road (Car (Small)),28986,21924,18414,234618,Winter,PKR
1293,Ziarat,Layyah,Punjab,430,27/07/2025,01/08/2025,5,37,Female,Pakistani,2,Leisure,Budget,13400,Flight,11026,6460,3780,34666,Summer,PKR
1294,Ishkoman,Dhandh Wildlife Sanctuary,Sindh,1670,12/03/2025,15/03/2025,3,47,Male,Pakistani,6,Business,Mid,101628,Road (Car (SUV)),110407,34110,20610,266755,Spring,PKR
1295,Bhirya Road,Sargodha,Punjab,1064,09/02/2025,14/02/2025,5,65,Male,Pakistani,2,Adventure,Luxury,95590,Flight,27174,28130,23090,173984,Winter,PKR
1296,Kot Sultan,Snow Lake (Hispar),Gilgit-Baltistan,798,27/01/2026,02/02/2026,6,58,Male,Pakistani,2,Leisure,Mid,50604,Flight,18826,28944,19620,117994,Winter,PKR
1297,Khanewal,Mansehra,KPK,537,27/09/2026,05/10/2026,8,39,Male,Pakistani,3,Family,Budget,84992,Road (Car (Small)),26774,23688,18552,154006,Autumn,PKR
1298,Malir,Leiah,Punjab,801,07/10/2026,12/10/2026,5,62,Male,Foreign,1,Leisure,Luxury,94707,Flight,11517,13494,7999,127717,Autumn,PKR
1299,Astore,Yazman,Punjab,1150,26/05/2025,28/05/2025,2,39,Male,Foreign,4,Family,Budget,15985,Flight,65548,7260,3588,92381,Spring,PKR
1300,Nawabshah,Turtle Beach,Sindh,260,17/12/2026,21/12/2026,4,23,Female,Pakistani,1,Leisure,Mid,33968,Road (Hiace),26216,9184,6888,76256,Winter,PKR
1301,Karak,Sultanabad,Gilgit-Baltistan,612,21/02/2025,03/03/2025,10,23,Male,Pakistani,3,Adventure,Luxury,559980,Flight,24365,126630,104370,815345,Winter,PKR
1302,Gilgit,Khan Bela,Punjab,835,02/02/2025,06/02/2025,4,46,Male,Pakistani,4,Leisure,Mid,94144,Flight,42694,22320,11712,170870,Winter,PKR
1303,Jhol,Mingora,KPK,1309,22/11/2026,01/12/2026,9,41,Female,Pakistani,2,Leisure,Budget,41472,Flight,30312,19692,16020,107496,Autumn,PKR
1304,Shahdadpur,Astore Valley,Gilgit-Baltistan,1579,28/07/2025,02/08/2025,5,62,Female,Pakistani,1,Business,Mid,41285,Flight,20529,9695,6190,77699,Summer,PKR
1305,Mirpur Mathelo,Toba Tek Singh,Punjab,444,04/10/2026,08/10/2026,4,57,Male,Pakistani,6,Business,Luxury,301224,Flight,36059,61344,55608,454235,Autumn,PKR
1306,Shikarpur,Mashabrum,Gilgit-Baltistan,1526,04/08/2026,14/08/2026,10,39,Male,Pakistani,3,Family,Budget,64840,Flight,64943,36510,26790,193083,Summer,PKR
1307,Jhang,Laram Top,KPK,457,15/07/2026,23/07/2026,8,21,Male,Pakistani,4,Family,Mid,133776,Road (Car (SUV)),36178,63808,41280,275042,Summer,PKR
1308,Sohbatpur,Mohatta Palace,Sindh,536,18/08/2026,22/08/2026,4,62,Male,Pakistani,1,Leisure,Mid,43020,Road (Car (SUV)),38886,8688,6304,96898,Summer,PKR
1309,Pindi Bhattian,Shigar Fort,Gilgit-Baltistan,568,16/03/2025,21/03/2025,5,49,Male,Pakistani,3,Business,Budget,46020,Flight,21698,14820,8190,90728,Spring,PKR
1310,Qadirpur Ran,Peshawar Museum,KPK,511,11/07/2025,21/07/2025,10,60,Female,Foreign,2,Adventure,Mid,121730,Flight,12836,50381,38787,223734,Summer,PKR
1311,Athmuqam,Phander Valley,Gilgit-Baltistan,274,25/11/2026,03/12/2026,8,20,Male,Pakistani,1,Family,Mid,79920,Road (Car (Small)),14475,12224,7640,114259,Autumn,PKR
1312,Chichawatni,Nazir Town,Punjab,490,16/10/2025,18/10/2025,2,61,Male,Pakistani,3,Family,Mid,42532,Flight,19016,12486,4740,78774,Autumn,PKR
1313,Hunza,Muzaffarabad,AJK,316,21/06/2025,28/06/2025,7,43,Male,Pakistani,2,Family,Mid,66269,Road (Coaster),51236,21238,23870,162613,Summer,PKR
1314,Besham,Katora Lake,KPK,134,13/12/2026,18/12/2026,5,56,Male,Pakistani,4,Leisure,Budget,44100,Road (Car (Small)),6476,19300,10300,80176,Winter,PKR
1315,Jatoi,Nathia Gali,KPK,569,08/11/2026,17/11/2026,9,28,Male,Pakistani,5,Leisure,Mid,324108,Flight,31693,67860,67590,491251,Autumn,PKR
1316,Bahawalnagar,Jaranwala,Punjab,197,05/08/2025,10/08/2025,5,52,Male,Pakistani,5,Leisure,Mid,128445,Road (Coaster),31174,44550,34175,238344,Summer,PKR
1317,Peshawar,Nagar Valley,Gilgit-Baltistan,436,27/12/2026,01/01/2027,5,21,Female,Foreign,3,Adventure,Mid,162338,Flight,19001,46684,28631,256654,Winter,PKR
1318,Muridke,Hangu,KPK,427,07/05/2026,16/05/2026,9,29,Female,Pakistani,3,Business,Luxury,452592,Flight,17311,132408,48114,650425,Spring,PKR
1319,Lalian,Minapin,Gilgit-Baltistan,487,19/07/2026,25/07/2026,6,31,Female,Pakistani,5,Adventure,Mid,267660,Road (Car (SUV)),32363,59040,28140,387203,Summer,PKR
1320,Ratodero,Taunsa,Punjab,498,22/06/2026,25/06/2026,3,65,Male,Pakistani,4,Business,Mid,70920,Flight,22420,16800,15804,125944,Summer,PKR
1321,Muzaffarabad,Jalalabad,Gilgit-Baltistan,294,06/02/2025,12/02/2025,6,58,Male,Pakistani,3,Adventure,Budget,42444,Road (Hiace),28451,16794,13806,101495,Winter,PKR
1322,Yazman,Gandhara,KPK,679,18/07/2025,28/07/2025,10,20,Female,Foreign,2,Leisure,Mid,92716,Flight,16232,51594,23419,183961,Summer,PKR
1323,Nagar,Salmanabad,Gilgit-Baltistan,28,13/04/2026,21/04/2026,8,47,Male,Pakistani,5,Leisure,Mid,236088,Flight,1523,70800,63440,371851,Spring,PKR
1324,Pindi Bhattian,Diamer Valley,Gilgit-Baltistan,582,02/03/2026,07/03/2026,5,61,Female,Foreign,1,Family,Budget,30918,Road (Car (SUV)),55728,4736,4730,96112,Spring,PKR
1325,Bela,Sheosar Lake,Gilgit-Baltistan,1718,27/09/2026,02/10/2026,5,42,Male,Pakistani,2,Leisure,Luxury,143260,Flight,43307,32850,23590,243007,Autumn,PKR
1326,Tando Qaiser,Dera Ismail Khan,KPK,832,04/03/2026,11/03/2026,7,43,Male,Foreign,1,Family,Budget,36689,Flight,12945,7603,3523,60760,Spring,PKR
1327,Bhakkar,Bubind,Gilgit-Baltistan,688,18/09/2025,25/09/2025,7,37,Female,Pakistani,4,Family,Mid,134512,Flight,36827,59556,39732,270627,Autumn,PKR
1328,Shahrig,Chalt,Gilgit-Baltistan,1116,06/11/2025,11/11/2025,5,59,Female,Pakistani,2,Family,Budget,18455,Flight,30807,11940,4680,65882,Autumn,PKR
1329,Burewala,Lalian,Punjab,238,19/09/2025,22/09/2025,3,31,Male,Foreign,2,Business,Luxury,83202,Road (Car (SUV)),21001,25034,12821,142058,Autumn,PKR
1330,Jhelum,K-2 Base Camp,Gilgit-Baltistan,504,01/09/2026,09/09/2026,8,61,Female,Pakistani,6,Family,Budget,95592,Road (Car (Small)),25098,53664,41472,215826,Autumn,PKR
1331,Surjani,Kabirwala,Punjab,846,28/07/2026,31/07/2026,3,39,Male,Pakistani,6,Business,Luxury,162522,Flight,64535,53064,46170,326291,Summer,PKR
1332,Karachi,Takht-i-Bahi,KPK,1264,05/02/2025,11/02/2025,6,62,Male,Pakistani,1,Business,Luxury,236004,Flight,18111,29070,13980,297165,Winter,PKR
1333,Mehar,Kund,KPK,980,04/02/2026,12/02/2026,8,62,Female,Foreign,3,Family,Mid,224747,Flight,47215,66819,40287,379068,Winter,PKR
1334,Kotli,Gupis Valley,Gilgit-Baltistan,339,05/01/2026,11/01/2026,6,33,Male,Pakistani,5,Family,Luxury,555750,Road (Coaster),47213,132270,68730,803963,Winter,PKR
1335,Pir Mahal,Talagang,Punjab,325,22/03/2025,25/03/2025,3,29,Male,Pakistani,3,Leisure,Mid,36384,Road (Hiace),36101,16074,8460,97019,Spring,PKR
1336,Qadirpur Ran,Nathia Gali,KPK,596,27/05/2025,05/06/2025,9,38,Male,Pakistani,4,Family,Mid,209862,Road (Car (SUV)),46346,67392,32940,356540,Spring,PKR
1337,Shahdadkot,Mamu Kanjan,Punjab,610,26/08/2026,30/08/2026,4,25,Male,Pakistani,4,Leisure,Luxury,157472,Road (Car (SUV)),47705,36912,41072,283161,Summer,PKR
1338,Hangu,Bubind,Gilgit-Baltistan,593,21/11/2025,28/11/2025,7,37,Male,Foreign,1,Family,Mid,81675,Flight,9928,20306,8590,120499,Autumn,PKR
1339,Sahiwal,Frere Hall,Sindh,1068,23/05/2026,25/05/2026,2,51,Male,Pakistani,2,Leisure,Budget,12978,Flight,30239,5848,2912,51977,Spring,PKR
1340,Ubauro,Nanga Parbat Base Camp (Fairy Meadows),Gilgit-Baltistan,1032,07/01/2026,13/01/2026,6,60,Male,Foreign,2,Family,Luxury,275115,Flight,32514,66861,28979,403469,Winter,PKR
1341,Gwadar,Hazarganji Chiltan National Park,Balochistan,728,18/07/2025,23/07/2025,5,59,Male,Pakistani,6,Leisure,Mid,155490,Road (Car (SUV)),52156,62970,50880,321496,Summer,PKR
1342,Kalam,Malam Jabba,KPK,83,14/02/2026,22/02/2026,8,61,Male,Pakistani,2,Adventure,Mid,71304,Flight,2287,33120,27712,134423,Winter,PKR
1343,Mirpur,Mohatta Palace,Sindh,1450,26/03/2026,29/03/2026,3,52,Male,Pakistani,3,Business,Mid,74352,Flight,49360,13437,7533,144682,Spring,PKR
1344,Leiah,Lower Kachura Lake,Gilgit-Baltistan,833,13/11/2025,18/11/2025,5,29,Male,Pakistani,6,Adventure,Budget,46620,Flight,64300,42540,16620,170080,Autumn,PKR
1345,Malakwal,Mohatta Palace,Sindh,1371,12/02/2026,15/02/2026,3,51,Female,Foreign,1,Family,Luxury,64077,Flight,19941,9724,5517,99259,Winter,PKR
1346,Dera Ismail Khan,Chichawatni,Punjab,239,08/09/2026,10/09/2026,2,59,Male,Pakistani,6,Family,Mid,52902,Road (Hiace),25252,15960,16032,110146,Autumn,PKR
1347,Hujra Shah Muqeem,Khunjerab Pass,Gilgit-Baltistan,947,23/06/2025,29/06/2025,6,27,Female,Foreign,4,Adventure,Mid,131584,Flight,46960,70742,39019,288305,Summer,PKR
1348,Jahanian,Rush Lake,Gilgit-Baltistan,876,13/05/2025,19/05/2025,6,32,Male,Pakistani,1,Business,Luxury,224310,Flight,11199,26556,10122,272187,Spring,PKR
1349,Alpuri,Kot Momin,Punjab,309,03/02/2026,06/02/2026,3,56,Female,Pakistani,5,Adventure,Luxury,164475,Flight,19419,44700,19185,247779,Winter,PKR
1350,Muridke,West Bay Gwadar,Balochistan,1602,23/10/2026,27/10/2026,4,53,Male,Pakistani,6,Adventure,Mid,132456,Road (Hiace),150178,54960,41880,379474,Autumn,PKR
1351,Haripur,Murtazabad,Gilgit-Baltistan,359,30/03/2026,06/04/2026,7,34,Male,Pakistani,2,Adventure,Luxury,189035,Flight,9594,47320,48300,294249,Spring,PKR
1352,Sheikhupura,Shorkot,Punjab,202,17/09/2025,21/09/2025,4,27,Male,Pakistani,6,Adventure,Mid,137364,Road (Car (SUV)),14225,45624,29904,227117,Autumn,PKR
1353,Chakwal,Arang Kel,AJK,266,12/12/2025,21/12/2025,9,31,Male,Pakistani,1,Family,Budget,44649,Road (Car (Small)),13727,9450,3906,71732,Winter,PKR
1354,Gol Basti,Wartair Pass,KPK,56,07/01/2025,13/01/2025,6,49,Female,Pakistani,2,Business,Mid,80106,Road (Car (Small)),2818,31800,13572,128296,Winter,PKR
1355,Swabi,Kundian,Punjab,261,11/11/2026,15/11/2026,4,43,Male,Pakistani,6,Family,Mid,109956,Road (Coaster),38334,30336,22104,200730,Autumn,PKR
1356,Sohbatpur,Gindai Gol,Gilgit-Baltistan,1051,04/10/2026,10/10/2026,6,60,Male,Pakistani,1,Family,Luxury,184620,Flight,14825,18564,9948,227957,Autumn,PKR
1357,Sakrand,Biang Gali,KPK,1141,18/01/2025,25/01/2025,7,54,Female,Pakistani,5,Family,Mid,204372,Flight,71814,94850,39480,410516,Winter,PKR
1358,Qadirpur Ran,Timargara (Lower Dir),KPK,517,21/05/2025,26/05/2025,5,19,Male,Pakistani,4,Adventure,Mid,85820,Road (Car (Small)),26151,55500,33740,201211,Spring,PKR
1359,Chunian,Jahaz Banda,KPK,554,09/08/2026,15/08/2026,6,33,Female,Foreign,4,Family,Mid,167986,Flight,34939,64558,32292,299775,Summer,PKR
1360,Malakand,Hingol River,Balochistan,1387,25/08/2025,30/08/2025,5,23,Female,Foreign,2,Adventure,Mid,57248,Road (Coaster),247750,16372,14282,335652,Summer,PKR
1361,Palandri,Kotli,AJK,41,03/12/2026,13/12/2026,10,54,Female,Foreign,3,Adventure,Budget,78786,Road (Hiace),5450,50598,27802,162636,Winter,PKR
1362,Mithri,Danyore Rock Carvings,Gilgit-Baltistan,1388,27/08/2025,02/09/2025,6,25,Male,Pakistani,2,Leisure,Mid,65298,Flight,38051,18576,19116,141041,Summer,PKR
1363,Pano Aqil,Jahanian,Punjab,517,18/10/2025,23/10/2025,5,48,Male,Foreign,1,Leisure,Budget,23225,Flight,7184,6847,3132,40388,Autumn,PKR
1364,Akora Khattak,Darkot Pass,Gilgit-Baltistan,388,10/08/2026,17/08/2026,7,46,Female,Pakistani,3,Leisure,Mid,135086,Road (Car (Small)),19313,48069,35931,238399,Summer,PKR
1365,Tando Allahyar,Gahkuch,Gilgit-Baltistan,1464,14/08/2025,24/08/2025,10,48,Male,Pakistani,5,Family,Luxury,1079370,Flight,81139,178150,173550,1512209,Summer,PKR
1366,Duki,Ayun Valley,KPK,865,06/08/2026,12/08/2026,6,62,Male,Pakistani,3,Adventure,Budget,54228,Flight,29700,25326,11484,120738,Summer,PKR
1367,Pindi Bhattian,Lal Shahbaz Qalandar Shrine,Sindh,975,28/02/2026,05/03/2026,5,61,Male,Pakistani,3,Adventure,Luxury,282890,Road (Hiace),98825,56355,29895,467965,Winter,PKR
1368,Banjosa,Mankial,KPK,255,05/12/2025,12/12/2025,7,34,Male,Foreign,2,Business,Mid,117101,Road (Car (Small)),16537,26754,26121,186513,Winter,PKR
1369,Yasin,Gahkuch,Gilgit-Baltistan,50,22/09/2025,02/10/2025,10,35,Female,Pakistani,3,Adventure,Mid,204160,Flight,2029,70170,32100,308459,Autumn,PKR
1370,Banjosa,Vihari,Punjab,574,30/05/2025,02/06/2025,3,32,Male,Pakistani,3,Family,Budget,20880,Road (Hiace),55833,9792,6030,92535,Spring,PKR
1371,Gujranwala,Hingol River,Balochistan,1601,13/05/2025,18/05/2025,5,21,Female,Pakistani,1,Family,Mid,54615,Road (Hiace),181419,10345,5540,251919,Spring,PKR
1372,Timargara,Qissa Khwani Bazaar,KPK,106,23/08/2026,31/08/2026,8,26,Female,Pakistani,1,Adventure,Budget,33888,Road (Hiace),10689,8672,5520,58769,Summer,PKR
1373,Kakepota,Muzaffarabad,AJK,405,25/05/2025,30/05/2025,5,65,Male,Pakistani,2,Leisure,Budget,24450,Road (Hiace),43128,11410,8390,87378,Spring,PKR
1374,Jalalpur,Dhandh Wildlife Sanctuary,Sindh,1152,06/10/2026,10/10/2026,4,61,Female,Pakistani,5,Family,Luxury,247008,Flight,81790,87780,51480,468058,Autumn,PKR
1375,Matiari,Basti Malik,Punjab,557,13/07/2025,17/07/2025,4,34,Female,Pakistani,4,Family,Budget,17184,Road (Car (Small)),26262,13248,9232,65926,Summer,PKR
1376,Kot Adu,Hunza Valley,Gilgit-Baltistan,792,11/06/2025,19/06/2025,8,60,Female,Pakistani,1,Adventure,Budget,38984,Flight,9146,8792,3944,60866,Summer,PKR
1377,Sanghar,Wazirabad,Punjab,949,17/08/2026,22/08/2026,5,44,Female,Foreign,6,Family,Mid,187471,Flight,93174,73765,22586,376996,Summer,PKR
