Trip ID,Destination,Region,Start date,End date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Group size,Trip type,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Food cost,Activities cost,Total cost,Season,Currency
1381,Banjosa Lake,AJK,2026-12-21,2026-12-31,10,50,Female,Foreign,4,Leisure,Mid,106510,Road,32558,138120,15020,292208,Winter,PKR
1382,Mandi Bahauddin,Punjab,2026-03-21,2026-03-29,8,24,Female,Foreign,5,Business,Budget,27568,Road,14424,79360,3744,125096,Spring,PKR
1383,Chagai Hills,Balochistan,2025-02-12,2025-02-20,8,25,Female,Foreign,1,Leisure,Mid,61024,Road,28080,23688,19944,132736,Winter,PKR
1384,Madyan,KPK,2025-04-05,2025-04-08,3,33,Male,Foreign,5,Family,Luxury,92361,Flight,180370,91080,10863,374674,Spring,PKR
1385,Toli Pir,AJK,2026-07-11,2026-07-19,8,26,Male,Foreign,2,Business,Mid,82408,Road,16230,63968,17528,180134,Summer,PKR
1386,Phander Lake,Gilgit-Baltistan,2026-09-06,2026-09-08,2,49,Female,Foreign,1,Family,Mid,21430,Road,51080,4322,3342,80174,Autumn,PKR
1387,Jiwani Beach,Balochistan,2026-11-11,2026-11-17,6,23,Male,Foreign,3,Adventure,Budget,22554,Flight,112542,36738,5856,177690,Autumn,PKR
1388,Lansdowne Bridge Sukkur,Sindh,2026-08-29,2026-09-06,8,28,Male,Foreign,1,Adventure,Mid,67488,Road,13101,18008,12208,110805,Summer,PKR
1389,Nanga Parbat Base Camp (Fairy Meadows),Gilgit-Baltistan,2025-11-07,2025-11-12,5,20,Male,Foreign,4,Family,Budget,19935,Road,10992,28300,5735,64962,Autumn,PKR
1390,Quaid-e-Azam Mausoleum,Sindh,2026-12-25,2026-12-31,6,27,Male,Foreign,5,Business,Budget,22068,Road,35571,57540,5388,120567,Winter,PKR
1391,Khewra Salt Mines,Punjab,2025-01-07,2025-01-17,10,49,Male,Pakistani,4,Adventure,Mid,88360,Road,7644,105840,11380,213224,Winter,PKR
1392,Kohat,KPK,2025-07-31,2025-08-08,8,42,Male,Foreign,1,Business,Budget,35904,Road,10420,15496,7648,69468,Summer,PKR
1393,Singal,Gilgit-Baltistan,2025-11-21,2025-11-26,5,32,Female,Pakistani,3,Adventure,Mid,43460,Road,28446,35100,9340,116346,Autumn,PKR
1394,Gujrat,Punjab,2025-06-11,2025-06-17,6,29,Male,Foreign,1,Family,Mid,36846,Road,14600,14346,8730,74522,Summer,PKR
1395,Wah Cantonment,Punjab,2025-12-26,2026-01-05,10,51,Female,Foreign,5,Leisure,Budget,29790,Road,13312,68600,5720,117422,Winter,PKR
1396,Ayun Valley,KPK,2025-07-25,2025-07-28,3,41,Male,Foreign,5,Leisure,Budget,16476,Road,35000,21660,2244,75380,Summer,PKR
1397,Biafo Glacier,Gilgit-Baltistan,2025-11-07,2025-11-12,5,42,Female,Pakistani,1,Leisure,Luxury,157290,Flight,44142,30635,21820,253887,Autumn,PKR
1398,Tank,KPK,2025-10-13,2025-10-18,5,50,Male,Pakistani,5,Family,Budget,26555,Road,3920,41700,5730,77905,Autumn,PKR
1399,Gwadar Beach,Balochistan,2026-05-20,2026-05-23,3,58,Female,Foreign,3,Family,Budget,13140,Road,32551,13212,1980,60883,Spring,PKR
1400,Ayun Valley,KPK,2026-10-26,2026-10-28,2,60,Female,Pakistani,4,Business,Luxury,49898,Road,21888,48272,5374,125432,Autumn,PKR
1401,Sultanabad,Gilgit-Baltistan,2025-08-18,2025-08-21,3,22,Male,Pakistani,5,Adventure,Mid,36831,Road,18208,33990,4107,93136,Summer,PKR
1402,Karachi Zoo,Sindh,2026-02-25,2026-02-28,3,56,Female,Pakistani,1,Family,Mid,37173,Road,24000,9996,6333,77502,Winter,PKR
1403,Swat Valley,KPK,2025-04-26,2025-05-04,8,35,Female,Pakistani,5,Business,Mid,77912,Road,12448,100080,18168,208608,Spring,PKR
1404,Charsadda,KPK,2025-06-03,2025-06-10,7,34,Male,Foreign,4,Family,Mid,60200,Road,14960,96040,9569,180769,Summer,PKR
1405,Hafizabad,Punjab,2025-06-22,2025-06-28,6,31,Male,Pakistani,3,Adventure,Budget,22446,Road,2246,29304,2850,56846,Summer,PKR
1406,Dunyapur,Punjab,2026-11-12,2026-11-14,2,33,Male,Foreign,4,Leisure,Mid,20356,Road,9991,20384,2312,53043,Autumn,PKR
1407,Arang Kel,AJK,2026-09-18,2026-09-26,8,56,Male,Pakistani,3,Family,Luxury,252872,Road,28697,149328,28080,458977,Autumn,PKR
1408,Karoonjhar Mountains,Sindh,2026-10-25,2026-11-04,10,42,Female,Pakistani,1,Adventure,Mid,122320,Road,32706,22420,19710,197156,Autumn,PKR
1409,Jalalabad,Gilgit-Baltistan,2026-06-29,2026-07-08,9,48,Female,Foreign,4,Family,Mid,102546,Road,5107,92988,13824,214465,Summer,PKR
1410,Mardan,KPK,2025-10-27,2025-11-04,8,45,Female,Foreign,4,Leisure,Budget,27880,Road,12448,55584,8912,104824,Autumn,PKR
1411,Chalta Valley,Gilgit-Baltistan,2025-01-13,2025-01-15,2,28,Female,Pakistani,5,Family,Budget,7012,Road,5739,14120,1782,28653,Winter,PKR
1412,Tank,KPK,2025-11-10,2025-11-16,6,41,Female,Pakistani,2,Leisure,Budget,25146,Road,4340,21360,6882,57728,Autumn,PKR
1413,Miani,Punjab,2026-01-06,2026-01-15,9,57,Male,Foreign,1,Leisure,Mid,77616,Road,11844,30528,15606,135594,Winter,PKR
1414,Swabi,KPK,2026-11-24,2026-12-03,9,23,Male,Foreign,4,Business,Luxury,248130,Road,13158,166536,30303,458127,Autumn,PKR
1415,Ushu Forest,KPK,2026-06-11,2026-06-18,7,58,Female,Pakistani,2,Leisure,Mid,65317,Road,5859,52920,17374,141470,Summer,PKR
1416,Gulmit,Gilgit-Baltistan,2025-02-10,2025-02-15,5,39,Female,Pakistani,4,Leisure,Mid,58545,Flight,85776,43620,11415,199356,Winter,PKR
1417,Mianwali,Punjab,2026-03-12,2026-03-22,10,50,Male,Pakistani,3,Leisure,Mid,113590,Road,5472,90810,11630,221502,Spring,PKR
1418,Shalimar Gardens,Punjab,2026-03-07,2026-03-12,5,23,Female,Foreign,2,Business,Budget,14070,Road,6534,15040,3680,39324,Spring,PKR
1419,Arif Wala,Punjab,2025-12-29,2026-01-08,10,49,Female,Pakistani,4,Adventure,Mid,95430,Road,10713,115400,12690,234233,Winter,PKR
1420,Garam Chashma,KPK,2026-02-21,2026-02-24,3,36,Male,Foreign,2,Leisure,Budget,15081,Road,23877,9402,3285,51645,Winter,PKR
1421,Tarishing Valley,Gilgit-Baltistan,2026-09-21,2026-10-01,10,27,Male,Pakistani,1,Business,Luxury,264810,Road,4075,50690,46410,365985,Autumn,PKR
1422,Shandur Pass,Gilgit-Baltistan,2026-05-07,2026-05-12,5,59,Male,Foreign,5,Business,Luxury,152240,Road,15822,139350,22855,330267,Spring,PKR
1423,Taxila,Punjab,2025-05-07,2025-05-14,7,52,Female,Pakistani,5,Family,Mid,82236,Road,6393,71855,6097,166581,Spring,PKR
1424,Kallar Kahar,Punjab,2026-12-09,2026-12-14,5,58,Male,Foreign,2,Family,Budget,17855,Road,4256,17180,3650,42941,Winter,PKR
1425,Dera Ghazi Khan,Punjab,2026-03-13,2026-03-22,9,19,Male,Foreign,1,Adventure,Budget,30987,Road,10494,15039,5949,62469,Spring,PKR
1426,Darkot Pass,Gilgit-Baltistan,2025-04-26,2025-05-04,8,34,Female,Foreign,5,Adventure,Luxury,219640,Road,29240,234360,28024,511264,Spring,PKR
1427,Naran,KPK,2025-04-12,2025-04-20,8,51,Male,Pakistani,3,Family,Budget,43536,Road,20363,31032,6776,101707,Spring,PKR
1428,Karachi Zoo,Sindh,2025-11-21,2025-11-29,8,49,Female,Foreign,4,Family,Luxury,154648,Road,25491,169920,21176,371235,Autumn,PKR
1429,Mandi Bahauddin,Punjab,2025-12-03,2025-12-12,9,41,Female,Pakistani,2,Family,Mid,106173,Road,28470,51876,9900,196419,Winter,PKR
1430,Gupis Valley,Gilgit-Baltistan,2025-10-20,2025-10-24,4,51,Female,Foreign,3,Family,Mid,46344,Road,3561,42612,4612,97129,Autumn,PKR
1431,Galyat,KPK,2025-01-12,2025-01-22,10,50,Female,Pakistani,5,Adventure,Mid,87930,Road,2587,118350,17710,226577,Winter,PKR
1432,Borith Lake,Gilgit-Baltistan,2026-07-06,2026-07-09,3,54,Female,Pakistani,4,Family,Budget,13425,Road,22782,20676,2211,59094,Summer,PKR
1433,Chuprial,KPK,2025-04-16,2025-04-24,8,36,Female,Foreign,1,Leisure,Luxury,209088,Flight,15497,40600,22704,287889,Spring,PKR
1434,Attock,Punjab,2026-02-14,2026-02-18,4,22,Male,Foreign,3,Leisure,Budget,9252,Road,28600,21252,2092,61196,Winter,PKR
1435,Port Grand,Sindh,2026-08-04,2026-08-12,8,56,Female,Foreign,3,Leisure,Luxury,170896,Road,9161,117672,27984,325713,Summer,PKR
1436,Shandur Pass,Gilgit-Baltistan,2026-09-17,2026-09-25,8,45,Male,Foreign,2,Adventure,Mid,76280,Road,5258,49040,13560,144138,Autumn,PKR
1437,Pyala Lake,KPK,2025-08-15,2025-08-21,6,33,Female,Foreign,1,Family,Mid,56382,Road,5248,21006,8346,90982,Summer,PKR
1438,Arif Wala,Punjab,2026-11-17,2026-11-26,9,42,Female,Pakistani,2,Adventure,Mid,64107,Road,5597,58806,12951,141461,Autumn,PKR
1439,Nani Mandir Hinglaj,Balochistan,2025-12-11,2025-12-17,6,44,Male,Pakistani,1,Business,Mid,71124,Road,34974,20568,9006,135672,Winter,PKR
1440,Hill Park Karachi,Sindh,2026-11-16,2026-11-22,6,36,Male,Foreign,3,Business,Luxury,129300,Road,278,67392,19332,216302,Autumn,PKR
1441,Bagh,AJK,2026-07-18,2026-07-28,10,30,Female,Foreign,5,Family,Mid,139770,Road,6704,195050,15010,356534,Summer,PKR
1442,Derawar Fort,Punjab,2026-07-20,2026-07-24,4,50,Female,Pakistani,5,Family,Luxury,71288,Flight,116655,95120,6020,289083,Summer,PKR
1443,Kotli,AJK,2025-10-30,2025-11-08,9,24,Male,Pakistani,1,Family,Luxury,218529,Road,14313,48447,38232,319521,Autumn,PKR
1444,Mianwali,Punjab,2026-04-15,2026-04-19,4,40,Male,Pakistani,1,Adventure,Luxury,92176,Road,5025,17984,12192,127377,Spring,PKR
1445,Singal,Gilgit-Baltistan,2025-04-22,2025-04-30,8,37,Female,Foreign,1,Adventure,Luxury,245304,Road,40680,43280,27712,356976,Spring,PKR
1446,Hopar Valley,Gilgit-Baltistan,2025-11-02,2025-11-09,7,24,Male,Pakistani,5,Leisure,Mid,101626,Road,2336,121765,16562,242289,Autumn,PKR
1447,Mardan,KPK,2026-03-29,2026-04-02,4,31,Female,Pakistani,1,Adventure,Luxury,135620,Road,15850,20408,8060,179938,Spring,PKR
1448,Burewala,Punjab,2026-02-17,2026-02-26,9,52,Male,Foreign,4,Adventure,Mid,82089,Road,15523,92772,12375,202759,Winter,PKR
1449,Badgoi Pass,KPK,2026-05-29,2026-06-04,6,28,Male,Pakistani,2,Business,Mid,48090,Road,35698,34080,10098,127966,Spring,PKR
1450,Gahkuch,Gilgit-Baltistan,2026-04-16,2026-04-20,4,20,Male,Pakistani,3,Business,Mid,40836,Flight,123861,42156,9664,216517,Spring,PKR
1451,Jallo Park,Punjab,2025-05-06,2025-05-15,9,29,Male,Foreign,4,Business,Mid,93582,Road,18304,101988,7236,221110,Spring,PKR
1452,Mangla Dam,AJK,2025-12-31,2026-01-06,6,47,Female,Pakistani,5,Adventure,Budget,21642,Road,41084,41010,7164,110900,Winter,PKR
1453,Mangla Dam,AJK,2026-10-27,2026-11-02,6,43,Male,Foreign,5,Adventure,Mid,76452,Flight,176810,61050,11766,326078,Autumn,PKR
1454,Mud Volcano Hingol,Balochistan,2026-05-02,2026-05-09,7,23,Female,Foreign,1,Leisure,Mid,56735,Flight,35755,15988,15106,123584,Spring,PKR
1455,Kalash Valleys,KPK,2026-03-23,2026-03-25,2,35,Male,Foreign,5,Business,Mid,29794,Road,8153,29400,3260,70607,Spring,PKR
1456,Bubind,Gilgit-Baltistan,2026-09-30,2026-10-10,10,44,Male,Foreign,1,Family,Budget,49710,Road,46530,15600,10040,121880,Autumn,PKR
1457,Naltar Valley,Gilgit-Baltistan,2025-02-27,2025-03-02,3,51,Male,Pakistani,2,Adventure,Budget,10365,Flight,62988,8658,2649,84660,Winter,PKR
1458,Tomb of Shah Rukn-e-Alam,Punjab,2026-04-15,2026-04-23,8,37,Female,Pakistani,2,Business,Mid,94344,Road,15064,44800,8560,162768,Spring,PKR
1459,Jhelum,Punjab,2026-02-16,2026-02-26,10,38,Female,Pakistani,4,Family,Mid,109980,Road,2392,127520,11960,251852,Winter,PKR
1460,Mahabat Khan Mosque,KPK,2025-11-29,2025-12-02,3,23,Male,Pakistani,5,Leisure,Mid,33360,Road,24796,54930,3399,116485,Autumn,PKR
1461,Quaid e Azam Residency Ziarat,Balochistan,2025-06-15,2025-06-21,6,22,Male,Foreign,1,Leisure,Budget,24126,Flight,25184,7464,6882,63656,Summer,PKR
1462,Karimabad,Gilgit-Baltistan,2026-06-23,2026-06-25,2,21,Male,Foreign,2,Leisure,Budget,10164,Road,51792,7668,1784,71408,Summer,PKR
1463,Sultanabad,Gilgit-Baltistan,2025-05-01,2025-05-04,3,23,Female,Foreign,5,Adventure,Luxury,98346,Road,40060,101730,6858,246994,Spring,PKR
1464,Kandol Lake,KPK,2025-01-19,2025-01-24,5,25,Female,Pakistani,5,Leisure,Luxury,197890,Road,2592,154850,11795,367127,Winter,PKR
1465,Tank,KPK,2025-04-02,2025-04-06,4,60,Male,Pakistani,3,Leisure,Budget,19952,Road,3552,16584,3756,43844,Spring,PKR
1466,Nowshera,KPK,2025-03-15,2025-03-17,2,45,Male,Pakistani,4,Leisure,Budget,10066,Flight,117780,17568,2064,147478,Spring,PKR
1467,Kel,AJK,2025-01-07,2025-01-14,7,60,Female,Pakistani,3,Leisure,Mid,65051,Road,8648,57120,15848,146667,Winter,PKR
1468,Jehangir's Tomb,Punjab,2025-04-11,2025-04-21,10,50,Male,Foreign,4,Family,Budget,21140,Road,3696,69440,6100,100376,Spring,PKR
1469,Pakpattan,Punjab,2026-06-01,2026-06-03,2,19,Female,Foreign,3,Business,Budget,6112,Flight,62883,7020,1796,77811,Summer,PKR
1470,Sadiq Garh Palace,Punjab,2025-06-21,2025-06-29,8,42,Male,Pakistani,5,Family,Luxury,213176,Road,17836,232960,25360,489332,Summer,PKR
1471,Mastuj,KPK,2026-03-01,2026-03-10,9,32,Female,Pakistani,4,Business,Budget,48357,Flight,177336,60408,4968,291069,Spring,PKR
1472,Barpu,Gilgit-Baltistan,2025-03-01,2025-03-09,8,37,Female,Foreign,5,Family,Mid,99920,Flight,116040,128520,9208,353688,Spring,PKR
1473,Hill Park Karachi,Sindh,2026-12-17,2026-12-26,9,19,Female,Foreign,5,Adventure,Budget,48069,Road,37444,101340,8253,195106,Winter,PKR
1474,Karimabad,Gilgit-Baltistan,2026-05-12,2026-05-14,2,57,Female,Pakistani,1,Leisure,Budget,7378,Road,24840,2516,1026,35760,Spring,PKR
1475,Kotli,AJK,2025-01-20,2025-01-24,4,39,Male,Foreign,4,Adventure,Luxury,113636,Flight,171720,99520,16632,401508,Winter,PKR
1476,Daska,Punjab,2025-07-14,2025-07-18,4,32,Male,Pakistani,5,Leisure,Mid,24824,Road,22246,49680,6284,103034,Summer,PKR
1477,Sharda,AJK,2026-03-12,2026-03-15,3,33,Female,Pakistani,4,Family,Mid,34329,Flight,164484,39912,6951,245676,Spring,PKR
1478,Mohatta Palace,Sindh,2026-01-24,2026-02-03,10,21,Female,Pakistani,1,Leisure,Luxury,315310,Flight,31991,42180,38310,427791,Winter,PKR
1479,Bumburet Valley,KPK,2026-05-13,2026-05-18,5,47,Female,Foreign,2,Adventure,Mid,73510,Flight,81928,22050,8130,185618,Spring,PKR
1480,Namal Lake,Punjab,2025-02-22,2025-02-27,5,54,Female,Pakistani,1,Family,Budget,10400,Road,9204,5080,3340,28024,Winter,PKR
1481,Bhurban,Punjab,2026-05-27,2026-06-06,10,45,Male,Pakistani,5,Family,Mid,86190,Road,11548,117750,9390,224878,Spring,PKR
1482,Bhodesar Temples,Sindh,2026-01-29,2026-02-05,7,50,Male,Pakistani,2,Adventure,Budget,28819,Road,27720,20692,7623,84854,Winter,PKR
1483,Tilla Jogian,Punjab,2026-03-30,2026-04-09,10,30,Female,Foreign,5,Adventure,Luxury,282630,Road,8685,163050,34160,488525,Spring,PKR
1484,Darkot Pass,Gilgit-Baltistan,2025-04-30,2025-05-03,3,59,Female,Foreign,4,Leisure,Mid,24708,Road,12432,38592,3003,78735,Spring,PKR
1485,Jahaz Banda,KPK,2026-05-08,2026-05-13,5,60,Male,Foreign,1,Family,Mid,59075,Road,25740,11835,7975,104625,Spring,PKR
1486,Sadiq Garh Palace,Punjab,2025-10-19,2025-10-26,7,37,Male,Pakistani,5,Family,Budget,25879,Flight,192615,49735,4809,273038,Autumn,PKR
1487,Tarishing Valley,Gilgit-Baltistan,2025-07-12,2025-07-18,6,50,Male,Pakistani,3,Adventure,Luxury,175914,Road,15552,91926,21882,305274,Summer,PKR
1488,Hopar Valley,Gilgit-Baltistan,2025-05-18,2025-05-27,9,52,Female,Pakistani,1,Business,Luxury,229662,Road,49950,36072,32436,348120,Spring,PKR
1489,Ayun Valley,KPK,2026-01-26,2026-01-29,3,58,Male,Foreign,4,Business,Mid,25797,Flight,143608,45684,4548,219637,Winter,PKR
1490,Parachinar,KPK,2026-05-08,2026-05-18,10,25,Female,Pakistani,3,Family,Luxury,369310,Road,16704,161610,26030,573654,Spring,PKR
1491,Wazirabad,Punjab,2026-06-14,2026-06-22,8,18,Male,Pakistani,1,Adventure,Budget,21192,Road,13380,15376,3392,53340,Summer,PKR
1492,Rama Lake,Gilgit-Baltistan,2025-08-26,2025-09-04,9,22,Male,Foreign,4,Business,Budget,39753,Road,10195,48780,8919,107647,Summer,PKR
1493,Babusar Top,Gilgit-Baltistan,2025-08-29,2025-09-03,5,51,Female,Foreign,3,Leisure,Mid,47770,Road,24416,40725,11165,124076,Summer,PKR
1494,Prospect Point Ziarat,Balochistan,2025-10-01,2025-10-08,7,36,Female,Foreign,3,Family,Luxury,199577,Road,17375,88473,24717,330142,Autumn,PKR
1495,Uch Sharif,Punjab,2026-04-28,2026-05-03,5,40,Male,Pakistani,3,Adventure,Luxury,112560,Flight,63243,45180,17350,238333,Spring,PKR
1496,Gor Khuttree,KPK,2026-08-27,2026-09-02,6,55,Female,Pakistani,4,Leisure,Mid,54630,Road,9840,60216,12360,137046,Summer,PKR
1497,Multan Fort,Punjab,2026-10-28,2026-10-31,3,19,Female,Pakistani,4,Business,Luxury,52353,Flight,140692,56724,4632,254401,Autumn,PKR
1498,Cholistan Desert,Punjab,2026-10-21,2026-10-28,7,44,Female,Foreign,1,Family,Luxury,203700,Road,12452,31955,14392,262499,Autumn,PKR
1499,Mansehra,KPK,2025-03-22,2025-03-30,8,46,Male,Foreign,4,Family,Mid,79688,Road,6320,72736,19960,178704,Spring,PKR
1500,Punial Valley,Gilgit-Baltistan,2025-06-04,2025-06-10,6,35,Male,Pakistani,5,Family,Mid,68904,Road,12412,89490,12342,183148,Summer,PKR
1501,Lansdowne Bridge Sukkur,Sindh,2025-02-14,2025-02-17,3,48,Male,Pakistani,2,Family,Mid,24456,Road,14200,22434,4101,65191,Winter,PKR
1502,Mehrgarh,Balochistan,2026-06-30,2026-07-05,5,41,Female,Pakistani,4,Adventure,Budget,22265,Road,17280,31760,4970,76275,Summer,PKR
1503,Mashabrum,Gilgit-Baltistan,2026-05-19,2026-05-22,3,60,Female,Pakistani,3,Family,Mid,30657,Road,10521,30258,6465,77901,Spring,PKR
1504,Dera Ismail Khan,KPK,2025-02-14,2025-02-19,5,37,Female,Foreign,4,Adventure,Luxury,133270,Road,19468,124000,13265,290003,Winter,PKR
1505,West Bay Gwadar,Balochistan,2025-03-13,2025-03-18,5,29,Male,Pakistani,1,Leisure,Luxury,165675,Flight,20285,18430,10725,215115,Spring,PKR
1506,Miandam,KPK,2025-03-22,2025-03-29,7,29,Male,Foreign,1,Business,Luxury,189126,Road,952,42798,21252,254128,Spring,PKR
1507,Rumbur Valley,KPK,2025-02-14,2025-02-19,5,38,Male,Pakistani,5,Adventure,Mid,71380,Road,8143,68925,8880,157328,Winter,PKR
1508,East Bay Gwadar,Balochistan,2025-11-01,2025-11-05,4,60,Female,Pakistani,4,Family,Mid,48188,Road,35504,39376,8328,131396,Autumn,PKR
1509,Phander Valley,Gilgit-Baltistan,2026-05-30,2026-06-05,6,28,Male,Pakistani,2,Business,Budget,20988,Road,36102,22440,4932,84462,Spring,PKR
1510,Snow Lake (Hispar),Gilgit-Baltistan,2025-10-09,2025-10-19,10,52,Male,Pakistani,4,Adventure,Budget,48550,Flight,78732,77560,10790,215632,Autumn,PKR
1511,Kabirwala,Punjab,2025-11-08,2025-11-12,4,19,Male,Foreign,3,Leisure,Budget,13916,Road,2614,23460,2992,42982,Autumn,PKR
1512,Pakpattan,Punjab,2025-06-01,2025-06-03,2,55,Male,Foreign,4,Leisure,Budget,7254,Flight,163576,10424,988,182242,Summer,PKR
1513,Khanaspur,KPK,2025-12-16,2025-12-24,8,57,Female,Pakistani,3,Family,Budget,33984,Road,24134,31392,6104,95614,Winter,PKR
1514,Sahiwal,Punjab,2025-10-27,2025-11-01,5,23,Male,Foreign,5,Family,Luxury,108765,Road,21578,122900,10630,263873,Autumn,PKR
1515,Tomb of Shah Rukn-e-Alam,Punjab,2025-07-27,2025-07-29,2,47,Male,Foreign,3,Family,Luxury,32826,Road,9380,23070,4134,69410,Summer,PKR
1516,Shorkot,Punjab,2025-08-08,2025-08-15,7,23,Male,Pakistani,2,Business,Budget,24248,Road,25346,23268,5411,78273,Summer,PKR
1517,Hangu,KPK,2026-05-01,2026-05-04,3,47,Male,Pakistani,3,Adventure,Mid,39273,Flight,81222,23607,3411,147513,Spring,PKR
1518,Neelum Valley,AJK,2026-09-30,2026-10-03,3,22,Male,Foreign,1,Leisure,Budget,10365,Road,19840,5532,2262,37999,Autumn,PKR
1519,Harappa,Punjab,2025-03-24,2025-03-26,2,45,Male,Foreign,4,Adventure,Budget,4158,Road,10252,8496,1422,24328,Spring,PKR
1520,Kasur,Punjab,2025-04-19,2025-04-27,8,56,Female,Pakistani,2,Adventure,Mid,90904,Road,7350,44832,9976,153062,Spring,PKR
1521,Gulmit,Gilgit-Baltistan,2025-01-18,2025-01-24,6,40,Female,Foreign,4,Adventure,Luxury,132366,Road,32011,154056,17976,336409,Winter,PKR
1522,Haldik,Gilgit-Baltistan,2026-04-28,2026-04-30,2,55,Male,Foreign,5,Adventure,Mid,16310,Road,40530,35030,4292,96162,Spring,PKR
1523,Chandragup Mud Volcano,Balochistan,2026-01-21,2026-01-25,4,20,Male,Foreign,1,Business,Luxury,76608,Road,8658,18880,14272,118418,Winter,PKR
1524,Pakistan Maritime Museum,Sindh,2025-12-07,2025-12-15,8,37,Male,Pakistani,2,Family,Mid,73008,Road,29138,54656,15128,171930,Winter,PKR
1525,Swat Valley,KPK,2026-03-23,2026-03-28,5,21,Male,Pakistani,1,Business,Luxury,168115,Road,8375,25125,23490,225105,Spring,PKR
1526,Chakwal,Punjab,2026-10-18,2026-10-26,8,28,Male,Foreign,5,Adventure,Luxury,134528,Road,2721,230080,26848,394177,Autumn,PKR
1527,Yasin Valley,Gilgit-Baltistan,2026-06-05,2026-06-10,5,28,Male,Pakistani,3,Family,Mid,54400,Road,7365,46110,7505,115380,Summer,PKR
1528,Rush Lake,Gilgit-Baltistan,2025-01-14,2025-01-18,4,26,Female,Pakistani,5,Family,Mid,49028,Road,23601,62760,5916,141305,Winter,PKR
1529,Cholistan Forts,Punjab,2025-08-29,2025-08-31,2,34,Female,Pakistani,4,Family,Luxury,56258,Flight,162288,27280,3690,249516,Summer,PKR
1530,Katas Raj Temples,Punjab,2026-04-04,2026-04-11,7,23,Female,Foreign,1,Family,Mid,59220,Road,24063,16002,8708,107993,Spring,PKR
1531,Astore Valley,Gilgit-Baltistan,2026-10-14,2026-10-18,4,35,Female,Pakistani,3,Leisure,Budget,17908,Road,16996,26028,3192,64124,Autumn,PKR
1532,Faiz Mahal Khairpur,Sindh,2025-08-26,2025-09-05,10,39,Male,Pakistani,1,Family,Luxury,296680,Flight,28042,40290,36120,401132,Summer,PKR
1533,Lulusar Lake,KPK,2026-03-07,2026-03-17,10,50,Female,Pakistani,4,Business,Budget,38010,Road,12261,85640,9890,145801,Spring,PKR
1534,Mud Volcano Hingol,Balochistan,2026-07-03,2026-07-11,8,56,Female,Pakistani,2,Leisure,Budget,40328,Road,41958,34512,7408,124206,Summer,PKR
1535,K-2 Base Camp,Gilgit-Baltistan,2026-12-31,2027-01-09,9,32,Male,Foreign,4,Adventure,Budget,34416,Road,15148,47520,7461,104545,Winter,PKR
1536,Bala Hissar (Peshawar),KPK,2025-08-29,2025-09-03,5,46,Female,Pakistani,1,Leisure,Mid,42305,Flight,39717,12035,6400,100457,Summer,PKR
1537,Satpara Lake,Gilgit-Baltistan,2026-06-04,2026-06-14,10,39,Male,Pakistani,4,Business,Budget,35600,Road,32356,85840,5870,159666,Summer,PKR
1538,Ghoragali,KPK,2026-06-29,2026-07-08,9,20,Female,Foreign,4,Business,Mid,88614,Road,13040,109980,11259,222893,Summer,PKR
1539,Kot Addu,Punjab,2026-05-05,2026-05-10,5,23,Female,Foreign,2,Leisure,Budget,19810,Road,9340,17200,4470,50820,Spring,PKR
1540,Trango Towers,Gilgit-Baltistan,2025-08-07,2025-08-15,8,29,Female,Foreign,4,Leisure,Budget,28608,Road,32984,42240,4712,108544,Summer,PKR
1541,Mochi Kot,KPK,2026-08-11,2026-08-13,2,51,Female,Foreign,2,Leisure,Mid,16288,Road,13275,13320,2118,45001,Summer,PKR
1542,Phander Valley,Gilgit-Baltistan,2026-02-23,2026-02-25,2,40,Female,Foreign,3,Adventure,Mid,27518,Road,2112,18708,3924,52262,Winter,PKR
1543,Phander Lake,Gilgit-Baltistan,2025-08-17,2025-08-24,7,20,Female,Foreign,2,Adventure,Luxury,180159,Road,26740,80528,33789,321216,Summer,PKR
1544,Mingora,KPK,2025-06-04,2025-06-06,2,35,Male,Foreign,2,Business,Mid,20122,Road,46240,8796,3942,79100,Summer,PKR
1545,Mahodand Lake,KPK,2026-01-05,2026-01-14,9,19,Female,Foreign,5,Family,Mid,75591,Road,12748,94275,15408,198022,Winter,PKR
1546,Hopar Valley,Gilgit-Baltistan,2026-11-07,2026-11-16,9,51,Female,Pakistani,4,Business,Mid,129060,Road,29548,105984,17217,281809,Autumn,PKR
1547,Salmanabad,Gilgit-Baltistan,2025-11-17,2025-11-19,2,50,Male,Foreign,1,Leisure,Luxury,61776,Flight,20684,11812,6520,100792,Autumn,PKR
1548,Rupal Valley,Gilgit-Baltistan,2026-01-18,2026-01-22,4,34,Male,Foreign,5,Business,Luxury,108344,Road,28515,93920,8228,239007,Winter,PKR
1549,Booni,KPK,2026-10-13,2026-10-23,10,18,Male,Pakistani,3,Adventure,Mid,137390,Road,18278,86190,13660,255518,Autumn,PKR
1550,Sudhan Gali,AJK,2026-01-08,2026-01-10,2,29,Male,Foreign,3,Family,Luxury,49940,Road,8817,24138,6502,89397,Winter,PKR
1551,Mochi Kot,KPK,2025-11-05,2025-11-08,3,59,Male,Foreign,2,Business,Mid,29031,Road,35181,18090,4425,86727,Autumn,PKR
